0.97673225	1
0.9919877	1
0.9860418	1
0.01126705	0.01472145
0.97707035	1
0.98780565	1
0.9888769	1
0.99171708	1
0.9887622	1
0.27732	1
0.9808036	1
0.983535	1
0.99416051	1
0.992446185	1
0.99229241	1
0.99393475	1
0.9728559	1
0.98389815	1
0.9607934	1
0.988948725	1
0.99277482	1
0.97413795	1
0.99032584	1
0.8776553	1
0.99106906	1
0.97223435	1
0.9868024	1
0.91887245	1
0.91314515	1
0.9860553	1
0.98624915	1
0.6404855	1
0.9644842	1
1	0.993519215
1	0.8463315
1	0.98115835
1	0.98212565
1	0.9823414
1	0.98101335
1	0.99154988
1	0.9816898
